Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0.0,0.39999999999999997,2.0,0.4430379746835443,0.40070589930130385,1.0,0.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,3.0,0.625,0.33333333333333326,0.9393939393939412,0.8833333333333329,0.0,0.0,7.0,9.0,1.0,0.46666666666666673,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.436071649166152,0.0,0.0,0.08777062609713283,0.37229987293519695,0.0,0.0,1.0,3.0,0.29729729729729726,0.6330615270570793,0.0,0.5955056179775281,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,2.0,0.7142857142857142,4.0,0.0,2.0,0.0,0.9270833333333321,1.0,0.6666666666666666,0.5905172413793104,2.0,3.0,2.0,0.0,0.3765432098765432,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09090909090909091,0.5,8.0,3.0,0.5862542955326461
0.001374570446735395,0.39999999999999997,2.0,0.48101265822784817,0.6023914139595189,1.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,3.0,0.625,0.33333333333333326,0.9191919191919204,0.8666666666666671,0.0,0.0,7.0,9.0,1.0,0.38571428571428573,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.30018529956763434,0.0,0.0,0.253949678174371,0.41296060991105465,0.0,0.0,1.0,3.0,0.3428165007112376,0.6419570051890289,0.0,0.6310861423220974,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,2.0,0.42857142857142855,4.0,0.5,4.0,0.0,0.90625,1.0,0.6666666666666666,0.6551724137931034,2.0,3.0,2.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7272727272727273,0.5,8.0,3.0,0.6378006872852233
0.0027491408934707906,0.39999999999999997,2.0,0.6835443037974682,0.8192033422171002,1.0,0.0,0.0,3.0,0.0,2.0,0.0,13.0,2.0,0.0,0.0,3.0,0.75,0.33333333333333326,0.9090909090909101,0.8333333333333357,0.0,0.0,7.0,9.0,1.0,0.8333333333333334,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.4045707226683138,0.0,0.0,0.28671737858396723,0.5559085133418044,0.0,0.0,1.0,3.0,0.5028449502133713,0.7805782060785766,0.0,0.8239700374531834,0.5,0.0,0.5,1.0,1.0,0.0,2.0,0.857142857142857,4.0,0.5,4.0,0.0,0.8958333333333321,1.0,1.0,0.9008620689655172,2.0,3.0,2.0,0.5065963060686016,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9999999999999999,0.5,8.0,3.0,0.7288659793814433
0.004123711340206186,0.0,2.0,0.5696202531645569,0.5184038032125622,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,0.0,0.0,2.0,0.75,0.33333333333333326,0.9494949494949516,0.9166666666666643,0.0,0.0,7.0,9.0,2.0,0.4428571428571429,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.8455836936380482,0.0,0.0,0.18548858981860739,0.8996188055908513,0.0,0.0,1.0,3.0,0.8933143669985775,0.0,0.0,0.5880149812734082,0.5,0.0,0.5,0.0,0.6666666666666667,0.0,2.0,0.5714285714285714,4.0,0.5,2.0,0.0,0.9375,1.0,0.6666666666666666,0.6853448275862069,2.0,3.0,2.0,0.6728232189973614,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6363636363636364,0.25,8.0,3.0,0.9247422680412372
0.006872852233676977,0.0,2.0,0.5063291139240507,0.5987898869120508,1.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,0.0,0.0,2.0,0.375,0.33333333333333326,0.5555555555555571,0.25,2.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,0.5596046942557135,0.0,0.0,0.07840842598010532,0.4891994917407878,0.0,0.0,1.0,3.0,0.4281650071123756,0.0,0.0,0.2818352059925094,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,3.0,0.28571428571428564,4.0,0.0,2.0,3.0,0.53125,2.0,0.3333333333333333,0.41379310344827586,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09090909090909091,0.5,8.0,3.0,0.3147766323024055
0.00893470790378007,0.0,2.0,0.7721518987341771,0.5593171504718001,1.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,0.625,0.33333333333333326,0.9696969696969688,0.9500000000000028,0.0,0.0,7.0,9.0,2.0,0.7285714285714286,2.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.874195435927443,0.7776365946632783,0.0,0.0,1.0,3.0,0.7510668563300142,0.0,0.0,0.4943820224719101,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,2.0,0.5714285714285714,4.0,0.5,2.0,0.0,0.9583333333333321,1.0,1.0,0.9051724137931034,2.0,3.0,2.0,0.4221635883905013,0.2037037037037037,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6363636363636364,0.25,6.0,4.0,0.8302405498281786
0.012371134020618558,0.0,2.0,0.4556962025316456,0.7785060865807103,1.0,0.0,3.0,3.0,0.0,4.0,0.0,18.0,4.0,0.0,0.0,2.0,0.375,0.33333333333333326,0.9494949494949516,0.8999999999999986,0.0,0.0,7.0,9.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,0.39901173563928355,0.0,0.0,0.2738443534230544,0.5362134688691232,0.0,0.0,1.0,3.0,0.48079658605974396,0.0,0.0,0.31647940074906367,0.5,0.0,0.0,1.0,0.6666666666666667,0.0,2.0,0.42857142857142855,4.0,0.0,2.0,3.0,0.9375,2.0,0.6666666666666666,0.6206896551724138,2.0,3.0,2.0,0.0,0.6296296296296295,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4545454545454545,0.5,8.0,3.0,0.41615120274914086
0.013058419243986256,0.0,2.0,0.5063291139240507,0.3365987178563712,1.0,0.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,0.0,0.0,2.0,0.375,0.6666666666666667,0.4848484848484844,0.25,2.0,0.0,1.0,6.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,0.3113032736256949,0.0,0.0,0.30719719133996487,0.4822109275730623,0.0,3.0,1.0,3.0,0.6408250355618776,0.0,0.0,0.42181647940074907,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,3.0,0.42857142857142855,2.0,0.0,2.0,0.0,0.45833333333333215,2.0,0.3333333333333333,0.3168103448275862,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36363636363636365,0.75,0.0,0.0,0.3474226804123711
0.013745704467353953,0.39999999999999997,2.0,0.8987341772151898,0.8159619678743789,1.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,3.0,0.75,0.33333333333333326,0.9595959595959584,0.93333333333333,0.0,0.0,7.0,9.0,1.0,0.9047619047619049,2.0,2.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.6775892334698654,0.5641677255400255,0.0,0.0,1.0,3.0,0.5120910384068279,0.9028910303928835,0.0,0.9073033707865169,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.857142857142857,4.0,0.5,2.0,2.0,0.9479166666666643,1.0,1.0,0.9191810344827586,2.0,3.0,2.0,0.6332453825857519,0.9506172839506173,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9090909090909091,0.0,6.0,4.0,0.9876288659793815
0.015807560137457044,1.0,3.0,0.17721518987341772,0.0963048332492977,1.0,0.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,0.0,3.0,2.0,0.375,0.9999999999999998,0.6666666666666679,0.43333333333333,0.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.5188387893761581,0.0,0.0,0.11702750146284377,0.4891994917407878,0.0,3.0,1.0,3.0,0.4423897581792319,0.0,0.0,0.29119850187265917,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,3.0,0.42857142857142855,4.0,0.5,4.0,0.0,0.6458333333333321,2.0,0.6666666666666666,0.6163793103448276,2.0,3.0,2.0,0.2638522427440633,0.6790123456790123,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4545454545454545,0.25,8.0,3.0,0.3161512027491409
